model,year,price,mileage,engine_capacity,color,features_count,vehicle_age,tax_era,fuel_efficiency,is_popular_model,log_price,age_group,mileage_per_year,mileage_category,brand_age_interaction,is_premium_combo,engine_category,fuel_efficiency_enc,tax_era_enc,mileage_category_enc,engine_category_enc,brand_Benz,brand_Honda,brand_Hyundai,brand_KIA,brand_Mazda,brand_Mitsubishi,brand_Nissan,brand_Suzuki,brand_Toyota,fuel_type_Electric,fuel_type_Hybrid,fuel_type_Petrol,transmission_Manual,body_type_Hatchback,body_type_SUV,body_type_Sedan,body_type_Van,body_type_Wagon,condition_Used,seller_type_Individual,brand_category_Standard,location_Batticaloa,location_Colombo,location_Galle,location_Gampaha,location_Jaffna,location_Kalutara,location_Kandy,location_Kurunegala,location_Matara,location_Negombo,location_Ratnapura
Swift,2015,1245027.0,111469,2000,Brown,15,9,Low Tax Era,High,1,14.034668577587889,Old (8-12yr),12385.444444444445,High,0,0,Medium,3,1,3,3,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False
Accord,2019,2632670.0,79491,1000,Blue,6,5,Medium Tax Era,Medium,0,14.783509478145593,Mid (4-7yr),15898.2,Medium,0,0,Small,2,2,2,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False
Grace,2016,1499839.0,100985,2000,Red,10,8,Medium Tax Era,Low,0,14.22086899371648,Old (8-12yr),12623.125,High,0,0,Medium,1,2,3,3,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
Celerio,2010,500000.0,236405,1300,Gold,18,14,Low Tax Era,Medium,0,13.122365377402328,Vintage (13+yr),16886.071428571428,Very High,0,0,Small,2,1,4,2,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False
Vitz,2019,2332675.0,113509,1000,Silver,5,5,Medium Tax Era,Medium,0,14.66252666437684,Mid (4-7yr),22701.8,High,0,0,Small,2,2,3,2,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False
Vitz,2017,2132324.0,62820,2000,Brown,10,7,Medium Tax Era,Low,0,14.572723491674616,Mid (4-7yr),8974.285714285714,Medium,0,0,Medium,1,2,2,3,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False
Civic,2020,3560654.0,45535,2000,White,12,4,High Tax Era,High,0,15.0854550746684,Mid (4-7yr),11383.75,Low,0,0,Medium,3,3,1,3,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
Axela,2017,1840968.0,65906,1300,White,19,7,Medium Tax Era,Medium,0,14.425802621398809,Mid (4-7yr),9415.142857142857,Medium,0,0,Small,2,2,2,2,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False
Spacia,2010,500000.0,245201,1000,Silver,23,14,Low Tax Era,Medium,0,13.122365377402328,Vintage (13+yr),17514.35714285714,Very High,0,0,Small,2,1,4,2,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False
Allion,2019,3430311.0,62821,1800,Brown,8,5,Medium Tax Era,High,0,15.048161777104447,Mid (4-7yr),12564.2,Medium,0,0,Medium,3,2,2,3,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False
Wagon R,2011,524518.0,115200,1000,Red,20,13,Low Tax Era,Medium,1,13.170236931138549,Vintage (13+yr),8861.538461538461,High,0,1,Small,2,1,3,2,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True
Civic,2016,1900390.0,55064,0,Black,5,8,Medium Tax Era,Very High,0,14.457570212438604,Old (8-12yr),6883.0,Medium,0,0,Micro,4,2,2,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
Outlander,2011,702021.0,179925,1800,Blue,13,13,Low Tax Era,Low,0,13.46172002154823,Vintage (13+yr),13840.384615384615,Very High,0,0,Medium,1,1,4,3,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False
Swift,2013,739365.0,99874,1800,White,7,11,Low Tax Era,Low,1,13.513548341197762,Old (8-12yr),9079.454545454546,Medium,0,1,Medium,1,1,2,3,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True
Every,2022,2188769.0,27777,1000,White,20,2,High Tax Era,Medium,0,14.598850300176087,New (0-3yr),13888.5,Low,0,0,Small,2,3,1,2,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
Vitz,2021,4364980.125,31225,1800,Grey,18,3,High Tax Era,High,0,15.28912442307696,New (0-3yr),10408.333333333334,Low,0,0,Medium,3,3,1,3,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
City,2008,555092.0,94012,1300,Silver,12,16,Low Tax Era,Medium,0,13.226890946258262,Vintage (13+yr),5875.75,Medium,0,0,Small,2,1,2,2,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
Montero,2018,2087384.0,111388,1300,White,11,6,Medium Tax Era,High,0,14.55142264436929,Mid (4-7yr),18564.666666666668,High,0,0,Small,3,2,3,2,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False
Corolla,2014,1486680.0,146770,0,White,16,10,Low Tax Era,Very High,0,14.212056676537266,Old (8-12yr),14677.0,High,0,0,Micro,4,1,3,1,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False
Fit,2013,1111260.0,93368,1800,Black,15,11,Low Tax Era,Low,1,13.921005964523914,Old (8-12yr),8488.0,Medium,0,0,Medium,1,1,2,3,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
City,2010,609612.0,104315,1000,Black,8,14,Low Tax Era,Medium,0,13.320579608586506,Vintage (13+yr),7451.071428571428,High,0,0,Small,2,1,3,2,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False
Sorento,2010,576316.0,195106,1300,Black,5,14,Low Tax Era,Medium,0,13.264413135514758,Vintage (13+yr),13936.142857142857,Very High,0,0,Small,2,1,4,2,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False
Axela,2018,2104620.0,94698,1000,White,20,6,Medium Tax Era,Medium,0,14.559645961382182,Mid (4-7yr),15783.0,Medium,0,0,Small,2,2,2,2,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False
Wagon R,2014,1133303.0,88177,0,Green,16,10,Low Tax Era,Very High,1,13.940647818230385,Old (8-12yr),8817.7,Medium,0,0,Micro,4,1,2,1,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False
Prius,2012,1012534.0,221295,1000,White,10,12,Low Tax Era,Medium,1,13.82796764526661,Old (8-12yr),18441.25,Very High,0,0,Small,2,1,4,2,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False
Wagon R,2016,1239491.0,85693,800,White,19,8,Medium Tax Era,High,1,14.030212176221145,Old (8-12yr),10711.625,Medium,0,0,Small,3,2,2,2,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False
Prius,2014,1632280.0,207716,2000,Blue,9,10,Low Tax Era,High,1,14.305488981057227,Old (8-12yr),20771.6,Very High,0,0,Medium,3,1,4,3,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False
Prius,2019,3825379.0,56277,1500,Grey,19,5,Medium Tax Era,High,1,15.157168366713474,Mid (4-7yr),11255.4,Medium,0,0,Small,3,2,2,2,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False
ASX,2019,2315955.0,108038,1500,White,22,5,Medium Tax Era,Low,0,14.65533311922167,Mid (4-7yr),21607.6,High,0,0,Small,1,2,3,2,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False
Wagon R,2013,691856.0,112398,1000,White,20,11,Low Tax Era,Medium,1,13.447134565846447,Old (8-12yr),10218.0,High,0,1,Small,2,1,3,2,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False
Grace,2010,859958.0,132664,1800,Brown,24,14,Low Tax Era,Low,0,13.664639992674624,Vintage (13+yr),9476.0,High,0,0,Medium,1,1,3,3,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
Pajero,2018,2090097.0,64509,1300,White,23,6,Medium Tax Era,Medium,0,14.552721512793848,Mid (4-7yr),10751.5,Medium,0,0,Small,2,2,2,2,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False
Every,2012,719704.0,110346,1300,White,18,12,Low Tax Era,Medium,0,13.486596684810932,Old (8-12yr),9195.5,High,0,0,Small,2,1,3,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
Celerio,2021,2006364.0,51523,1000,Black,8,3,High Tax Era,Medium,0,14.511835185089959,New (0-3yr),17174.333333333332,Medium,0,0,Small,2,3,2,2,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
City,2020,2910465.0,18283,2000,White,9,4,High Tax Era,Low,0,14.883823763784086,Mid (4-7yr),4570.75,Low,0,0,Medium,1,3,1,3,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False
Civic,2018,2036198.0,74747,2000,Silver,15,6,Medium Tax Era,Low,0,14.52659539254422,Mid (4-7yr),12457.833333333334,Medium,0,0,Medium,1,2,2,3,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
X-Trail,2013,1045338.0,170036,1800,White,18,11,Low Tax Era,High,0,13.859851792688,Old (8-12yr),15457.818181818182,Very High,0,0,Medium,3,1,4,3,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
Lancer,2016,1756410.0,83048,1500,Red,24,8,Medium Tax Era,Low,0,14.378783080460382,Old (8-12yr),10381.0,Medium,0,0,Small,1,2,2,2,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
Premio,2013,1348735.0,155138,0,Black,22,11,Low Tax Era,Very High,0,14.114678415519144,Old (8-12yr),14103.454545454546,Very High,0,0,Micro,4,1,4,1,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False
Accord,2019,3405634.0,98171,1500,Black,21,5,Medium Tax Era,High,0,15.04094197063378,Mid (4-7yr),19634.2,Medium,0,0,Small,3,2,2,2,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False
CX-5,2012,857871.0,120151,1800,White,11,12,Low Tax Era,Low,0,13.662210183191853,Old (8-12yr),10012.583333333334,High,0,0,Medium,1,1,3,3,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False
X-Trail,2020,2368860.0,51499,1800,Silver,10,4,High Tax Era,High,0,14.677919806873282,Mid (4-7yr),12874.75,Medium,0,0,Medium,3,3,2,3,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False
Allion,2016,1606304.0,76587,1000,Black,6,8,Medium Tax Era,Medium,0,14.289447068284586,Old (8-12yr),9573.375,Medium,0,0,Small,2,2,2,2,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
Aqua,2013,1192983.0,216087,1300,Black,22,11,Low Tax Era,Medium,1,13.99196828942264,Old (8-12yr),19644.272727272728,Very High,0,0,Small,2,1,4,2,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False
Tiida,2016,1318191.0,59763,2000,Red,14,8,Medium Tax Era,Low,0,14.091771658700532,Old (8-12yr),7470.375,Medium,0,0,Medium,1,2,2,3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False
Prius,2011,915640.0,90680,1800,White,7,13,Low Tax Era,Low,1,13.727379645437624,Vintage (13+yr),6975.384615384615,Medium,0,0,Medium,1,1,2,3,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
Every,2013,855124.0,230992,0,Silver,14,11,Low Tax Era,Very High,0,13.659002936063299,Old (8-12yr),20999.272727272728,Very High,0,0,Micro,4,1,4,1,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False
Montero,2011,834059.0,234557,1800,White,22,13,Low Tax Era,Low,0,13.634060621199193,Vintage (13+yr),18042.846153846152,Very High,0,0,Medium,1,1,4,3,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
Note,2019,2229908.0,83578,1300,Red,19,5,Medium Tax Era,High,0,14.617471335428778,Mid (4-7yr),16715.6,Medium,0,0,Small,3,2,2,2,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False
CX-3,2010,669104.0,135535,2000,White,7,14,Low Tax Era,Low,0,13.413696277467544,Vintage (13+yr),9681.07142857143,High,0,0,Medium,1,1,3,3,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False
Fit,2013,1369756.0,156737,2000,Black,21,11,Low Tax Era,High,1,14.130143909809213,Old (8-12yr),14248.818181818182,Very High,0,1,Medium,3,1,4,3,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
Vezel,2011,1035389.0,154693,1000,Silver,21,13,Low Tax Era,Medium,1,13.85028872530015,Vintage (13+yr),11899.461538461539,Very High,0,0,Small,2,1,4,2,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False
Insight,2013,1213819.0,131559,2000,Green,24,11,Low Tax Era,Low,0,14.009282969427252,Old (8-12yr),11959.90909090909,High,0,0,Medium,1,1,3,3,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False
Prius,2019,3556909.0,87376,1500,Red,19,5,Medium Tax Era,High,1,15.084402748389513,Mid (4-7yr),17475.2,Medium,0,0,Small,3,2,2,2,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False
Premio,2017,1821458.0,59984,1500,White,9,7,Medium Tax Era,Low,0,14.415148386256208,Mid (4-7yr),8569.142857142857,Medium,0,0,Small,1,2,2,2,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
Vitz,2019,2600786.0,50922,1300,White,10,5,Medium Tax Era,Medium,0,14.771324649497329,Mid (4-7yr),10184.4,Medium,0,0,Small,2,2,2,2,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False
Every,2014,827174.0,157937,2000,Gold,21,10,Low Tax Era,Low,0,13.625771559842457,Old (8-12yr),15793.7,Very High,0,0,Medium,1,1,4,3,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False
Ertiga,2017,1151251.0,46800,1800,White,16,7,Medium Tax Era,Low,0,13.956360603792273,Mid (4-7yr),6685.714285714285,Low,0,0,Medium,1,2,1,3,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False
Celerio,2015,1129054.0,99315,1300,Silver,13,9,Low Tax Era,High,0,13.93689155762282,Old (8-12yr),11035.0,Medium,0,0,Small,3,1,2,2,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False
Outlander,2021,3100515.0,42444,1000,White,10,3,High Tax Era,High,0,14.947079107216744,New (0-3yr),14148.0,Low,0,0,Small,3,3,1,2,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False
Lancer,2011,761012.0,149110,2000,Black,15,13,Low Tax Era,Low,0,13.542405719483721,Vintage (13+yr),11470.0,High,0,0,Medium,1,1,3,3,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False
Lancer,2018,2227064.0,70041,0,White,8,6,Medium Tax Era,Very High,0,14.616195133060984,Mid (4-7yr),11673.5,Medium,0,0,Micro,4,2,2,1,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False
CX-5,2021,2848905.0,23464,1300,Black,10,3,High Tax Era,Medium,0,14.862445618902736,New (0-3yr),7821.333333333333,Low,0,0,Small,2,3,1,2,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
Hustler,2016,1123720.0,61883,2000,Brown,11,8,Medium Tax Era,Low,0,13.932156057983361,Old (8-12yr),7735.375,Medium,0,0,Medium,1,2,2,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False
Fit,2017,2422483.0,65287,1800,White,23,7,Medium Tax Era,High,1,14.700304017978086,Mid (4-7yr),9326.714285714286,Medium,0,0,Medium,3,2,2,3,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
Accent,2020,2616546.0,42125,1800,White,21,4,High Tax Era,High,0,14.777366067560644,Mid (4-7yr),10531.25,Low,0,0,Medium,3,3,1,3,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False
Pajero,2014,1170080.0,155675,1800,Red,10,10,Low Tax Era,High,0,13.97258353514683,Old (8-12yr),15567.5,Very High,0,0,Medium,3,1,4,3,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
Axio,2016,2173154.0,99003,2000,White,11,8,Medium Tax Era,High,1,14.59169058665329,Old (8-12yr),12375.375,Medium,0,0,Medium,3,2,2,3,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
318i,2017,3570151.0,88974,3500,Silver,18,7,Medium Tax Era,Low,0,15.088118729880257,Mid (4-7yr),12710.57142857143,Medium,7,0,Large,1,2,2,4,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
Aqua,2011,1048655.0,102925,1000,Brown,23,13,Low Tax Era,Medium,1,13.863019902233983,Vintage (13+yr),7917.307692307692,High,0,0,Small,2,1,3,2,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False
Vezel,2020,2937879.0,37437,1000,Black,18,4,High Tax Era,Medium,1,14.893198790770176,Mid (4-7yr),9359.25,Low,0,0,Small,2,3,1,2,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False
Alto,2012,932240.0,84073,660,Black,20,12,Low Tax Era,High,1,13.745346643931715,Old (8-12yr),7006.083333333333,Medium,0,1,Micro,3,1,2,1,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
Accord,2012,1258272.0,150687,2000,Black,24,12,Low Tax Era,High,0,14.04525070382779,Old (8-12yr),12557.25,Very High,0,0,Medium,3,1,4,3,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
Grace,2019,2913464.0,42669,1500,White,14,5,Medium Tax Era,High,0,14.884853652450376,Mid (4-7yr),8533.8,Low,0,0,Small,3,2,1,2,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False
Celerio,2011,564463.0,95198,2000,Black,13,13,Low Tax Era,Low,0,13.24363188728759,Vintage (13+yr),7322.923076923077,Medium,0,0,Medium,1,1,2,3,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False
CX-3,2021,3170972.0,32536,1300,White,23,3,High Tax Era,Medium,0,14.969549038820091,New (0-3yr),10845.333333333334,Low,0,0,Small,2,3,1,2,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
CH-R,2013,1023375.0,152468,2000,Silver,19,11,Low Tax Era,Low,0,13.838617523837183,Old (8-12yr),13860.727272727272,Very High,0,0,Medium,1,1,4,3,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False
Ertiga,2018,1523576.0,108560,1300,White,7,6,Medium Tax Era,High,0,14.236571417646967,Mid (4-7yr),18093.333333333332,High,0,0,Small,3,2,3,2,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False
Elantra,2012,807477.0,243161,2000,Silver,18,12,Low Tax Era,High,0,13.601671089125764,Old (8-12yr),20263.416666666668,Very High,0,0,Medium,3,1,4,3,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False
Axio,2020,3986428.0,15823,2000,White,19,4,High Tax Era,High,1,15.198406400656967,Mid (4-7yr),3955.75,Low,0,0,Medium,3,3,1,3,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False
Fit,2015,1718690.0,99426,1000,Black,20,9,Low Tax Era,High,1,14.357073512535097,Old (8-12yr),11047.333333333334,Medium,0,0,Small,3,1,2,2,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False
Freed,2017,1876813.0,80854,1300,Black,24,7,Medium Tax Era,Medium,0,14.445086216359067,Mid (4-7yr),11550.57142857143,Medium,0,0,Small,2,2,2,2,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
City,2021,3824219.0,18325,1300,Black,23,3,High Tax Era,Medium,0,15.156865082879316,New (0-3yr),6108.333333333333,Low,0,0,Small,2,3,1,2,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
CH-R,2016,2470756.0,107782,0,Black,20,8,Medium Tax Era,Very High,0,14.720035139382247,Old (8-12yr),13472.75,High,0,0,Micro,4,2,3,1,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False
Allion,2014,1447490.0,89950,1500,White,20,10,Low Tax Era,Low,0,14.185342270793377,Old (8-12yr),8995.0,Medium,0,0,Small,1,1,2,2,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False
Note,2011,758355.0,130420,1300,Black,23,13,Low Tax Era,Medium,0,13.538908211362267,Vintage (13+yr),10032.307692307691,High,0,0,Small,2,1,3,2,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False
Mirage,2018,2316559.0,63684,2000,Grey,17,6,Medium Tax Era,High,0,14.655593884647379,Mid (4-7yr),10614.0,Medium,0,0,Medium,3,2,2,3,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False
Mazda 3,2015,2016168.0,95333,0,Silver,20,9,Low Tax Era,Very High,0,14.51670973402499,Old (8-12yr),10592.555555555555,Medium,0,0,Micro,4,1,2,1,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False
Swift,2019,1535829.0,79632,1000,White,15,5,Medium Tax Era,Medium,1,14.244581509481261,Mid (4-7yr),15926.4,Medium,0,0,Small,2,2,2,2,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False
Demio,2013,1025101.0,87048,1300,Blue,21,11,Low Tax Era,Medium,0,13.840302677798757,Old (8-12yr),7913.454545454545,Medium,0,0,Small,2,1,2,2,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False
Camry,2019,2510637.0,116681,1000,White,10,5,Medium Tax Era,Medium,0,14.736047462075806,Mid (4-7yr),23336.2,High,0,0,Small,2,2,3,2,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False
Corolla,2013,1457222.0,172449,0,White,23,11,Low Tax Era,Very High,0,14.192043127686741,Old (8-12yr),15677.181818181818,Very High,0,0,Micro,4,1,4,1,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
Prius,2018,2691908.0,90298,1000,White,19,6,Medium Tax Era,Medium,1,14.805761165312093,Mid (4-7yr),15049.666666666666,Medium,0,0,Small,2,2,2,2,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False
