brand,model,year,price,mileage,fuel_type,transmission,engine_capacity,body_type,location,condition,seller_type,color,features_count,vehicle_age,tax_era,brand_category,fuel_efficiency,price_per_km,is_popular_model
Toyota,Vitz,2015,2052987,110248,Hybrid,Automatic,1800,Hatchback,Gampaha,Reconditioned,Individual,Black,16,9,Low Tax Era,Standard,High,18.62,0
Nissan,Juke,2016,1445357,68074,Petrol,Automatic,1000,Coupe,Gampaha,Reconditioned,Dealer,Black,24,8,Medium Tax Era,Standard,Medium,21.23,0
Hyundai,i10,2016,1499282,73349,Hybrid,Automatic,1000,Hatchback,Galle,Used,Individual,White,24,8,Medium Tax Era,Standard,High,20.44,0
Honda,Grace,2023,5237189,2409,Hybrid,Automatic,1800,Sedan,Batticaloa,Used,Individual,White,18,1,High Tax Era,Standard,High,2173.11,0
Toyota,Axio,2013,1281371,169299,Diesel,Automatic,1800,Sedan,Kalutara,Reconditioned,Individual,Red,17,11,Low Tax Era,Standard,Low,7.57,1
Toyota,Aqua,2019,3087176,111327,Hybrid,Automatic,1500,Hatchback,Kurunegala,Used,Dealer,Silver,12,5,Medium Tax Era,Standard,High,27.73,1
Toyota,Axio,2017,2377729,115956,Hybrid,Automatic,1300,Sedan,Matara,Used,Individual,White,17,7,Medium Tax Era,Standard,High,20.51,1
Suzuki,Wagon R,2015,911833,67412,Petrol,Automatic,660,Hatchback,Galle,Used,Dealer,Silver,11,9,Low Tax Era,Standard,Medium,13.53,1
Toyota,Axio,2019,2881431,108827,Electric,Manual,0,Sedan,Colombo,Reconditioned,Dealer,Blue,11,5,Medium Tax Era,Standard,Very High,26.48,1
Mazda,Mazda 3,2020,2815283,37401,Petrol,Automatic,1300,Van,Matara,Used,Individual,White,21,4,High Tax Era,Standard,Medium,75.27,0
Nissan,Juke,2015,1425005,47244,Hybrid,Automatic,1500,Coupe,Colombo,Used,Individual,Silver,15,9,Low Tax Era,Standard,High,30.16,0
Honda,Grace,2022,5244673,51664,Electric,Automatic,0,Sedan,Colombo,Used,Dealer,Black,22,2,High Tax Era,Standard,Very High,101.51,0
Nissan,Leaf,2016,1150001,113664,Petrol,Automatic,1500,Sedan,Ratnapura,Used,Dealer,White,6,8,Medium Tax Era,Standard,Low,10.12,0
Toyota,Allion,2019,3165867,119332,Diesel,Automatic,1800,Sedan,Colombo,Used,Dealer,Green,18,5,Medium Tax Era,Standard,Low,26.53,0
Toyota,Vezel,2017,2302598,50514,Electric,Automatic,0,SUV,Negombo,Used,Individual,Black,5,7,Medium Tax Era,Standard,Very High,45.58,1
Toyota,Corolla,2016,2348864,110382,Hybrid,Automatic,1500,Sedan,Colombo,Used,Individual,Brown,21,8,Medium Tax Era,Standard,High,21.28,0
Honda,City,2015,1638278,77066,Hybrid,Automatic,1300,SUV,Anuradhapura,Reconditioned,Dealer,White,17,9,Low Tax Era,Standard,High,21.26,0
Honda,Grace,2018,2417702,55438,Hybrid,Automatic,2000,Sedan,Ratnapura,Reconditioned,Dealer,Green,16,6,Medium Tax Era,Standard,High,43.61,0
Toyota,Prius,2018,2227013,78179,Petrol,Automatic,1300,Sedan,Gampaha,Used,Dealer,Silver,13,6,Medium Tax Era,Standard,Medium,28.49,1
Honda,City,2019,2847445,51586,Petrol,Automatic,2000,Van,Colombo,Reconditioned,Dealer,Black,19,5,Medium Tax Era,Standard,Low,55.2,0
Toyota,Vezel,2015,1825745,47833,Petrol,Automatic,2000,SUV,Galle,Used,Individual,White,24,9,Low Tax Era,Standard,Low,38.17,1
Toyota,Allion,2014,1373958,165395,Petrol,Automatic,1000,Sedan,Jaffna,Used,Individual,Blue,17,10,Low Tax Era,Standard,Medium,8.31,0
Suzuki,Spacia,2017,1394883,89573,Hybrid,Automatic,1500,SUV,Negombo,Used,Individual,Black,15,7,Medium Tax Era,Standard,High,15.57,0
Mitsubishi,Montero,2013,794526,234030,Petrol,Automatic,1300,Hatchback,Gampaha,Reconditioned,Dealer,White,11,11,Low Tax Era,Standard,Medium,3.39,0
Toyota,Vitz,2016,2563609,43632,Hybrid,Automatic,1500,Hatchback,Anuradhapura,Reconditioned,Individual,White,22,8,Medium Tax Era,Standard,High,58.75,0
Mazda,Axela,2012,800209,226479,Diesel,Automatic,2000,Sedan,Anuradhapura,Reconditioned,Dealer,White,12,12,Low Tax Era,Standard,Low,3.53,0
BMW,X1,2016,2213026,112379,Petrol,Manual,3000,Wagon,Kalutara,Used,Individual,White,6,8,Medium Tax Era,Luxury,Low,19.69,0
Nissan,Leaf,2017,1591821,87078,Hybrid,Manual,2000,Sedan,Batticaloa,Used,Individual,White,13,7,Medium Tax Era,Standard,High,18.28,0
Toyota,Corolla,2012,1158063,108549,Hybrid,Manual,1800,Sedan,Kurunegala,Used,Dealer,White,6,12,Low Tax Era,Standard,High,10.67,0
KIA,Rio,2013,968585,126926,Petrol,Automatic,2000,Van,Colombo,Reconditioned,Dealer,Blue,10,11,Low Tax Era,Standard,Low,7.63,0
Suzuki,Alto,2017,1261167,74470,Diesel,Automatic,660,Hatchback,Gampaha,Used,Individual,Red,6,7,Medium Tax Era,Standard,Medium,16.94,1
Mazda,Demio,2015,1328826,82249,Diesel,Automatic,1000,Hatchback,Gampaha,Reconditioned,Individual,Green,17,9,Low Tax Era,Standard,Medium,16.16,0
Suzuki,Every,2017,1386637,95612,Diesel,Automatic,1000,Van,Gampaha,Used,Individual,Red,21,7,Medium Tax Era,Standard,Medium,14.5,0
Mitsubishi,Montero,2011,596224,214275,Petrol,Manual,1500,Sedan,Matara,Reconditioned,Dealer,Red,10,13,Low Tax Era,Standard,Low,2.78,0
Toyota,Camry,2011,826950,241792,Petrol,Manual,2000,Sedan,Gampaha,Used,Dealer,Black,23,13,Low Tax Era,Standard,Low,3.42,0
Honda,Insight,2014,1414194,221203,Electric,Automatic,0,Hatchback,Galle,Reconditioned,Individual,Blue,8,10,Low Tax Era,Standard,Very High,6.39,0
Suzuki,Hustler,2013,733556,221167,Diesel,Automatic,1500,Sedan,Galle,Used,Dealer,Green,15,11,Low Tax Era,Standard,Low,3.32,0
Toyota,Vitz,2020,2742407,37686,Petrol,Automatic,2000,Hatchback,Gampaha,Used,Individual,White,13,4,High Tax Era,Standard,Low,72.77,0
Honda,Freed,2014,1306316,84922,Diesel,Automatic,1300,Van,Ratnapura,Used,Individual,White,7,10,Low Tax Era,Standard,Medium,15.38,0
Toyota,Vitz,2011,1062189,95248,Petrol,Automatic,2000,Hatchback,Kandy,Used,Dealer,Red,21,13,Low Tax Era,Standard,Low,11.15,0
Mitsubishi,Montero,2019,2239835,49425,Diesel,Automatic,1500,Van,Ratnapura,Used,Dealer,Black,8,5,Medium Tax Era,Standard,Low,45.32,0
Mazda,Mazda 3,2020,3383636,31331,Electric,Automatic,0,SUV,Gampaha,Used,Dealer,Silver,16,4,High Tax Era,Standard,Very High,107.99,0
Suzuki,Hustler,2020,1807322,31218,Petrol,Automatic,1800,SUV,Kandy,Used,Dealer,Silver,10,4,High Tax Era,Standard,Low,57.89,0
Suzuki,Alto,2011,583000,136176,Petrol,Automatic,660,Hatchback,Ratnapura,Used,Individual,Silver,18,13,Low Tax Era,Standard,Medium,4.28,1
Toyota,Aqua,2019,2513900,90621,Petrol,Manual,1300,Hatchback,Anuradhapura,Used,Individual,Black,24,5,Medium Tax Era,Standard,Medium,27.74,1
Suzuki,Every,2014,1075168,244797,Electric,Automatic,0,Van,Kalutara,Used,Dealer,White,18,10,Low Tax Era,Standard,Very High,4.39,0
Mazda,CX-5,2010,640861,241855,Petrol,Automatic,1800,SUV,Ratnapura,Used,Dealer,Red,23,14,Low Tax Era,Standard,Low,2.65,0
Suzuki,Ertiga,2015,996762,119944,Hybrid,Automatic,2000,Sedan,Gampaha,Reconditioned,Dealer,Blue,5,9,Low Tax Era,Standard,High,8.31,0
Toyota,Allion,2017,2684903,100776,Hybrid,Automatic,1000,Sedan,Colombo,Used,Dealer,Red,19,7,Medium Tax Era,Standard,High,26.64,0
Toyota,Allion,2013,1281369,149672,Petrol,Automatic,1500,Sedan,Colombo,Reconditioned,Individual,Black,24,11,Low Tax Era,Standard,Low,8.56,0
Nissan,March,2021,2870929,15652,Hybrid,Automatic,1000,Hatchback,Kurunegala,Reconditioned,Individual,White,13,3,High Tax Era,Standard,High,183.41,0
Honda,Fit,2016,1897706,97745,Electric,Automatic,0,Hatchback,Gampaha,Reconditioned,Dealer,Black,13,8,Medium Tax Era,Standard,Very High,19.41,1
Hyundai,i10,2018,1908970,53663,Petrol,Automatic,1000,SUV,Galle,Reconditioned,Dealer,Black,22,6,Medium Tax Era,Standard,Medium,35.57,0
Suzuki,Spacia,2020,2280538,30704,Electric,Automatic,0,Van,Kurunegala,Used,Individual,White,12,4,High Tax Era,Standard,Very High,74.27,0
Toyota,Axio,2016,2099346,92551,Diesel,Automatic,2000,Sedan,Colombo,Used,Dealer,Silver,21,8,Medium Tax Era,Standard,Low,22.68,1
Toyota,Allion,2015,2173344,84225,Hybrid,Automatic,1500,Sedan,Gampaha,Used,Individual,White,24,9,Low Tax Era,Standard,High,25.8,0
Suzuki,Celerio,2015,1071994,103294,Diesel,Automatic,1000,Coupe,Colombo,Used,Dealer,Silver,24,9,Low Tax Era,Standard,Medium,10.38,0
Suzuki,Wagon R,2013,891164,149103,Electric,Manual,0,Hatchback,Colombo,Used,Dealer,White,9,11,Low Tax Era,Standard,Very High,5.98,1
Mitsubishi,Outlander,2008,500000,176636,Petrol,Manual,2000,SUV,Ratnapura,Used,Dealer,White,5,16,Low Tax Era,Standard,Low,2.83,0
Toyota,Prius,2021,4180920,17801,Hybrid,Automatic,1300,SUV,Kurunegala,Reconditioned,Dealer,White,7,3,High Tax Era,Standard,High,234.86,1
Suzuki,Celerio,2013,733328,206839,Hybrid,Automatic,2000,Sedan,Kurunegala,Used,Individual,White,6,11,Low Tax Era,Standard,High,3.55,0
Mitsubishi,Lancer,2014,1090640,217605,Diesel,Automatic,1300,Coupe,Kurunegala,Used,Dealer,Red,10,10,Low Tax Era,Standard,Medium,5.01,0
Toyota,Axio,2015,1991524,41754,Diesel,Automatic,2000,Sedan,Ratnapura,Reconditioned,Individual,Black,21,9,Low Tax Era,Standard,Low,47.7,1
Toyota,Allion,2013,1320039,247022,Petrol,Automatic,1300,Sedan,Colombo,Reconditioned,Dealer,Red,20,11,Low Tax Era,Standard,Medium,5.34,0
Suzuki,Wagon R,2013,592124,122503,Petrol,Manual,1000,Hatchback,Galle,Used,Individual,Brown,9,11,Low Tax Era,Standard,Medium,4.83,1
Suzuki,Celerio,2015,1118335,85798,Hybrid,Automatic,2000,Coupe,Kurunegala,Used,Dealer,Red,24,9,Low Tax Era,Standard,High,13.03,0
Suzuki,Celerio,2013,774767,228362,Hybrid,Manual,1800,Wagon,Colombo,Reconditioned,Dealer,Black,20,11,Low Tax Era,Standard,High,3.39,0
Nissan,March,2017,1406617,107643,Petrol,Automatic,800,Hatchback,Kandy,Reconditioned,Dealer,Brown,11,7,Medium Tax Era,Standard,Medium,13.07,0
Honda,Insight,2009,608840,202970,Petrol,Automatic,1000,Van,Anuradhapura,Reconditioned,Individual,Brown,14,15,Low Tax Era,Standard,Medium,3,0
Toyota,Vezel,2009,579408,235887,Diesel,Manual,1500,SUV,Negombo,Used,Individual,Blue,9,15,Low Tax Era,Standard,Low,2.46,1
Suzuki,Spacia,2016,1032562,101305,Diesel,Manual,1300,Hatchback,Jaffna,Used,Individual,White,5,8,Medium Tax Era,Standard,Medium,10.19,0
Honda,Fit,2010,734021,177243,Petrol,Automatic,1000,Hatchback,Gampaha,Used,Dealer,Blue,9,14,Low Tax Era,Standard,Medium,4.14,1
Suzuki,Wagon R,2016,1185153,73439,Hybrid,Manual,1000,Hatchback,Gampaha,Used,Dealer,White,18,8,Medium Tax Era,Standard,High,16.14,1
KIA,Rio,2010,614783,199217,Diesel,Automatic,1800,Sedan,Batticaloa,Used,Individual,White,24,14,Low Tax Era,Standard,Low,3.09,0
Benz,E250,2017,3558862,118561,Diesel,Manual,3000,Sedan,Kandy,Used,Individual,Blue,14,7,Medium Tax Era,Luxury,Low,30.02,0
Toyota,Corolla,2012,1345995,223074,Hybrid,Automatic,1300,Sedan,Kalutara,Reconditioned,Individual,Gold,15,12,Low Tax Era,Standard,High,6.03,0
Suzuki,Spacia,2014,912295,182416,Hybrid,Automatic,1000,Coupe,Negombo,Used,Dealer,White,21,10,Low Tax Era,Standard,High,5,0
Toyota,Premio,2012,1128572,198499,Hybrid,Automatic,1300,Sedan,Jaffna,Used,Dealer,Black,8,12,Low Tax Era,Standard,High,5.69,0
Toyota,Vezel,2015,1861228,118287,Electric,Automatic,0,SUV,Colombo,Used,Dealer,White,11,9,Low Tax Era,Standard,Very High,15.73,1
Suzuki,Every,2017,1477102,75794,Diesel,Automatic,1300,Van,Galle,Reconditioned,Dealer,White,18,7,Medium Tax Era,Standard,Medium,19.49,0
Toyota,CH-R,2018,2239247,76860,Petrol,Automatic,1800,SUV,Matara,Reconditioned,Individual,White,15,6,Medium Tax Era,Standard,Low,29.13,0
Toyota,CH-R,2016,2286608,114723,Hybrid,Automatic,1000,SUV,Kandy,Used,Individual,White,23,8,Medium Tax Era,Standard,High,19.93,0
Suzuki,Hustler,2014,844994,225707,Petrol,Automatic,2000,Van,Kandy,Used,Individual,Black,21,10,Low Tax Era,Standard,Low,3.74,0
Toyota,Camry,2018,2381308,42176,Hybrid,Automatic,1500,Sedan,Anuradhapura,Used,Individual,White,5,6,Medium Tax Era,Standard,High,56.46,0
KIA,Sorento,2010,644803,118897,Petrol,Automatic,1500,Wagon,Colombo,Reconditioned,Dealer,White,13,14,Low Tax Era,Standard,Low,5.42,0
Honda,Vezel,2020,2806610,29318,Petrol,Manual,1800,SUV,Gampaha,Used,Individual,Black,18,4,High Tax Era,Standard,Low,95.73,1
Honda,Freed,2020,3863357,19150,Hybrid,Automatic,1000,Van,Colombo,Reconditioned,Dealer,Black,18,4,High Tax Era,Standard,High,201.73,0
Mazda,Demio,2017,1736406,93836,Diesel,Automatic,1300,Hatchback,Colombo,Reconditioned,Dealer,White,6,7,Medium Tax Era,Standard,Medium,18.5,0
BMW,X5,2020,4707360,59358,Petrol,Automatic,3500,SUV,Gampaha,Used,Individual,Silver,5,4,High Tax Era,Luxury,Low,79.3,0
Toyota,Vezel,2015,2070221,52419,Hybrid,Automatic,2000,SUV,Colombo,Reconditioned,Dealer,White,5,9,Low Tax Era,Standard,High,39.49,1
Mazda,CX-3,2016,1880795,57790,Hybrid,Automatic,1800,Hatchback,Ratnapura,Used,Individual,Black,13,8,Medium Tax Era,Standard,High,32.54,0
Hyundai,Tucson,2015,1282180,97730,Hybrid,Automatic,1000,SUV,Gampaha,Used,Individual,White,19,9,Low Tax Era,Standard,High,13.12,0
Suzuki,Ertiga,2018,1271547,77030,Petrol,Automatic,2000,Sedan,Jaffna,Used,Dealer,Black,13,6,Medium Tax Era,Standard,Low,16.51,0
Toyota,Corolla,2013,1147330,158210,Petrol,Automatic,1800,Sedan,Galle,Reconditioned,Individual,Silver,17,11,Low Tax Era,Standard,Low,7.25,0
Honda,Accord,2018,2305310,56226,Hybrid,Automatic,2000,Van,Matara,Used,Individual,Red,6,6,Medium Tax Era,Standard,High,41,0
Suzuki,Spacia,2018,1451186,60047,Petrol,Automatic,1500,Van,Anuradhapura,Reconditioned,Dealer,Silver,13,6,Medium Tax Era,Standard,Low,24.17,0
Nissan,Caravan,2018,1933232,64783,Hybrid,Automatic,1000,Van,Kalutara,Used,Individual,Grey,21,6,Medium Tax Era,Standard,High,29.84,0
Benz,C200,2015,3138452,112728,Hybrid,Automatic,2500,Hatchback,Gampaha,Reconditioned,Dealer,Blue,11,9,Low Tax Era,Luxury,High,27.84,0
Honda,Freed,2019,2726903,52109,Diesel,Automatic,1000,Van,Kandy,Reconditioned,Individual,Silver,16,5,Medium Tax Era,Standard,Medium,52.33,0
BMW,320i,2012,1554989,106372,Petrol,Manual,2000,Sedan,Gampaha,Reconditioned,Individual,Black,11,12,Low Tax Era,Luxury,Low,14.62,0
Toyota,Vezel,2014,1495289,147650,Hybrid,Manual,1300,SUV,Colombo,Used,Individual,Black,20,10,Low Tax Era,Standard,High,10.13,1
Suzuki,Every,2012,680789,144373,Petrol,Automatic,1300,Van,Colombo,Reconditioned,Dealer,Silver,12,12,Low Tax Era,Standard,Medium,4.72,0
Nissan,Caravan,2011,598633,229598,Petrol,Automatic,2000,Van,Gampaha,Used,Dealer,White,6,13,Low Tax Era,Standard,Low,2.61,0
Suzuki,Every,2019,1461248,106540,Diesel,Manual,1300,Van,Galle,Used,Dealer,Gold,17,5,Medium Tax Era,Standard,Medium,13.72,0
Hyundai,Santa Fe,2016,1779611,58594,Hybrid,Automatic,1300,SUV,Kurunegala,Used,Dealer,Silver,23,8,Medium Tax Era,Standard,High,30.37,0
Honda,Fit,2018,2534840,44722,Hybrid,Manual,1000,Hatchback,Batticaloa,Used,Dealer,Silver,18,6,Medium Tax Era,Standard,High,56.68,1
Mitsubishi,Lancer,2017,1749891,77763,Hybrid,Automatic,1000,Wagon,Kandy,Used,Individual,Silver,9,7,Medium Tax Era,Standard,High,22.5,0
Honda,Grace,2015,1716069,90481,Diesel,Automatic,2000,Sedan,Colombo,Reconditioned,Individual,Red,23,9,Low Tax Era,Standard,Low,18.97,0
Suzuki,Hustler,2021,2413674,16160,Hybrid,Automatic,2000,Wagon,Negombo,Used,Dealer,White,16,3,High Tax Era,Standard,High,149.35,0
Nissan,Note,2016,1298510,58344,Diesel,Automatic,2000,Hatchback,Colombo,Reconditioned,Individual,Blue,10,8,Medium Tax Era,Standard,Low,22.26,0
Nissan,X-Trail,2021,2892257,52905,Hybrid,Automatic,2000,SUV,Negombo,Used,Dealer,Silver,23,3,High Tax Era,Standard,High,54.67,0
Nissan,X-Trail,2016,1283891,69717,Petrol,Automatic,1300,SUV,Ratnapura,Used,Dealer,Red,17,8,Medium Tax Era,Standard,Medium,18.42,0
Suzuki,Ertiga,2014,691195,197419,Petrol,Manual,1500,Coupe,Colombo,Reconditioned,Dealer,Black,5,10,Low Tax Era,Standard,Low,3.5,0
Honda,Civic,2013,1307956,186565,Hybrid,Automatic,1000,Sedan,Colombo,Used,Dealer,White,16,11,Low Tax Era,Standard,High,7.01,0
Benz,A-Class,2020,6655935,56003,Hybrid,Automatic,2000,SUV,Kandy,Used,Individual,Black,6,4,High Tax Era,Luxury,High,118.85,0
KIA,Picanto,2017,1872106,95184,Hybrid,Automatic,2000,SUV,Kalutara,Reconditioned,Individual,Silver,20,7,Medium Tax Era,Standard,High,19.67,0
Suzuki,Hustler,2009,500000,201844,Petrol,Automatic,2000,Coupe,Gampaha,Reconditioned,Dealer,Silver,17,15,Low Tax Era,Standard,Low,2.48,0
Suzuki,Celerio,2020,2404780,22423,Hybrid,Automatic,2000,Van,Kurunegala,Used,Individual,Blue,23,4,High Tax Era,Standard,High,107.24,0
Suzuki,Ertiga,2015,921010,82215,Petrol,Automatic,1300,Hatchback,Kurunegala,Used,Individual,Green,14,9,Low Tax Era,Standard,Medium,11.2,0
Benz,C180,2008,949213,232839,Diesel,Manual,2500,Sedan,Galle,Used,Dealer,Black,8,16,Low Tax Era,Luxury,Low,4.08,0
Suzuki,Alto,2016,1513663,43088,Hybrid,Automatic,660,Hatchback,Colombo,Reconditioned,Individual,White,20,8,Medium Tax Era,Standard,High,35.13,1
Mitsubishi,Lancer,2019,2919789,64435,Hybrid,Automatic,2000,Coupe,Gampaha,Used,Dealer,Silver,23,5,Medium Tax Era,Standard,High,45.31,0
Nissan,Juke,2009,500000,194930,Petrol,Automatic,1800,SUV,Negombo,Reconditioned,Individual,Silver,21,15,Low Tax Era,Standard,Low,2.57,0
Honda,City,2016,1457119,86835,Petrol,Automatic,1800,SUV,Kurunegala,Used,Individual,Silver,12,8,Medium Tax Era,Standard,Low,16.78,0
Mitsubishi,Mirage,2014,1176553,105595,Diesel,Automatic,1500,Wagon,Gampaha,Used,Individual,Black,14,10,Low Tax Era,Standard,Low,11.14,0
Toyota,Aqua,2015,2000203,63212,Hybrid,Automatic,1500,Hatchback,Kalutara,Used,Individual,Silver,10,9,Low Tax Era,Standard,High,31.64,1
Suzuki,Alto,2020,1686833,17886,Petrol,Automatic,1000,Hatchback,Gampaha,Used,Dealer,Grey,16,4,High Tax Era,Standard,Medium,94.3,1
Toyota,Camry,2021,3657464,22130,Petrol,Automatic,1500,Sedan,Galle,Reconditioned,Individual,Brown,13,3,High Tax Era,Standard,Low,165.26,0
Nissan,Juke,2017,1478180,79322,Petrol,Automatic,1300,Wagon,Kandy,Reconditioned,Dealer,Blue,13,7,Medium Tax Era,Standard,Medium,18.63,0
KIA,Picanto,2014,1367942,197217,Hybrid,Automatic,1000,Hatchback,Negombo,Used,Dealer,White,24,10,Low Tax Era,Standard,High,6.94,0
Toyota,Vezel,2018,2554736,54925,Diesel,Automatic,1500,SUV,Kandy,Used,Individual,Blue,14,6,Medium Tax Era,Standard,Low,46.51,1
Toyota,CH-R,2020,3239402,41771,Hybrid,Automatic,1500,SUV,Matara,Used,Individual,Black,10,4,High Tax Era,Standard,High,77.55,0
Honda,Vezel,2013,1209057,193884,Hybrid,Manual,1500,SUV,Jaffna,Used,Individual,Green,21,11,Low Tax Era,Standard,High,6.24,1
Hyundai,Tucson,2018,1651456,111200,Petrol,Automatic,1500,SUV,Negombo,Used,Individual,White,16,6,Medium Tax Era,Standard,Low,14.85,0
Nissan,Note,2014,1056760,133380,Hybrid,Automatic,1800,Van,Gampaha,Used,Dealer,White,6,10,Low Tax Era,Standard,High,7.92,0
Toyota,Aqua,2013,1238817,223190,Diesel,Automatic,1300,Hatchback,Gampaha,Used,Individual,Silver,19,11,Low Tax Era,Standard,Medium,5.55,1
Hyundai,i10,2014,923753,215099,Petrol,Automatic,1800,SUV,Negombo,Reconditioned,Individual,Grey,17,10,Low Tax Era,Standard,Low,4.29,0
Honda,Freed,2011,770428,212915,Petrol,Manual,1000,Van,Matara,Used,Dealer,Black,15,13,Low Tax Era,Standard,Medium,3.62,0
Honda,Vezel,2015,1976186,42881,Hybrid,Automatic,1300,SUV,Batticaloa,Used,Dealer,Black,23,9,Low Tax Era,Standard,High,46.08,1
Toyota,Axio,2012,999525,119023,Petrol,Automatic,1500,Sedan,Colombo,Reconditioned,Individual,White,8,12,Low Tax Era,Standard,Low,8.4,1
Nissan,March,2017,1423846,110077,Diesel,Automatic,660,Hatchback,Kurunegala,Used,Dealer,Black,20,7,Medium Tax Era,Standard,Medium,12.93,0
Nissan,Note,2009,549745,138480,Diesel,Automatic,1500,SUV,Gampaha,Used,Individual,Blue,12,15,Low Tax Era,Standard,Low,3.97,0
Toyota,Axio,2012,1234715,221129,Hybrid,Automatic,1500,Sedan,Colombo,Reconditioned,Individual,Black,19,12,Low Tax Era,Standard,High,5.58,1
Toyota,Axio,2011,783367,90588,Petrol,Manual,1300,Sedan,Colombo,Used,Dealer,Brown,5,13,Low Tax Era,Standard,Medium,8.65,1
Nissan,Tiida,2010,517937,126766,Petrol,Automatic,1500,Wagon,Gampaha,Reconditioned,Individual,White,14,14,Low Tax Era,Standard,Low,4.09,0
Toyota,Prius,2014,1378782,110653,Petrol,Automatic,2000,Wagon,Galle,Reconditioned,Dealer,White,5,10,Low Tax Era,Standard,Low,12.46,1
Suzuki,Every,2019,1597622,57920,Petrol,Automatic,1300,Van,Batticaloa,Reconditioned,Dealer,Grey,16,5,Medium Tax Era,Standard,Medium,27.58,0
Suzuki,Ertiga,2018,1352731,110382,Petrol,Automatic,1300,Wagon,Colombo,Used,Dealer,White,7,6,Medium Tax Era,Standard,Medium,12.25,0
BMW,530i,2017,2914962,119027,Petrol,Automatic,2000,Wagon,Colombo,Used,Individual,Red,9,7,Medium Tax Era,Luxury,Low,24.49,0
Toyota,Axio,2018,2846752,58033,Hybrid,Automatic,2000,Sedan,Negombo,Used,Individual,Black,22,6,Medium Tax Era,Standard,High,49.05,1
Toyota,Camry,2011,938058,129063,Petrol,Automatic,2000,Sedan,Colombo,Used,Dealer,White,16,13,Low Tax Era,Standard,Low,7.27,0
Honda,Civic,2015,1748337,100719,Hybrid,Automatic,1300,Sedan,Colombo,Used,Dealer,Black,20,9,Low Tax Era,Standard,High,17.36,0
Toyota,Aqua,2015,1396696,63457,Diesel,Manual,1500,Hatchback,Kurunegala,Used,Dealer,Black,14,9,Low Tax Era,Standard,Low,22.01,1
Suzuki,Alto,2015,914283,64151,Petrol,Automatic,800,Hatchback,Kurunegala,Used,Individual,Blue,11,9,Low Tax Era,Standard,Medium,14.25,1
Suzuki,Spacia,2013,794018,193920,Petrol,Automatic,1500,SUV,Kandy,Used,Individual,White,22,11,Low Tax Era,Standard,Low,4.09,0
Hyundai,Santa Fe,2020,2506985,52338,Petrol,Automatic,1800,Sedan,Colombo,Reconditioned,Individual,White,23,4,High Tax Era,Standard,Low,47.9,0
Nissan,Tiida,2020,2737827,25222,Hybrid,Automatic,2000,Wagon,Gampaha,Used,Individual,White,21,4,High Tax Era,Standard,High,108.54,0
Mitsubishi,Lancer,2012,943351,98895,Hybrid,Manual,1800,Hatchback,Matara,Used,Individual,Grey,21,12,Low Tax Era,Standard,High,9.54,0
Toyota,Corolla,2016,1977523,65146,Petrol,Automatic,1000,Sedan,Colombo,Used,Dealer,Red,10,8,Medium Tax Era,Standard,Medium,30.35,0
Mazda,Mazda 3,2010,629823,174515,Petrol,Automatic,1300,SUV,Gampaha,Used,Individual,Black,11,14,Low Tax Era,Standard,Medium,3.61,0
Suzuki,Every,2017,1619523,45974,Hybrid,Automatic,1800,Van,Negombo,Reconditioned,Individual,Black,18,7,Medium Tax Era,Standard,High,35.23,0
Toyota,Axio,2019,3542982,48562,Hybrid,Automatic,1500,Sedan,Matara,Used,Individual,White,17,5,Medium Tax Era,Standard,High,72.96,1
Suzuki,Every,2013,1023848,105105,Hybrid,Automatic,1000,Van,Batticaloa,Used,Dealer,Red,24,11,Low Tax Era,Standard,High,9.74,0
Toyota,Corolla,2012,989646,200787,Petrol,Automatic,1500,Sedan,Gampaha,Reconditioned,Dealer,White,20,12,Low Tax Era,Standard,Low,4.93,0
Toyota,Premio,2010,898613,111655,Petrol,Automatic,2000,Sedan,Colombo,Used,Dealer,Black,17,14,Low Tax Era,Standard,Low,8.05,0
Suzuki,Every,2017,1558167,67360,Hybrid,Manual,1000,Van,Negombo,Reconditioned,Individual,Silver,17,7,Medium Tax Era,Standard,High,23.13,0
Toyota,Corolla,2012,875835,198368,Petrol,Manual,2000,Sedan,Gampaha,Reconditioned,Dealer,Green,11,12,Low Tax Era,Standard,Low,4.42,0
Honda,Vezel,2008,512274,236640,Petrol,Automatic,1800,SUV,Jaffna,Used,Dealer,White,5,16,Low Tax Era,Standard,Low,2.16,1
Toyota,Vitz,2016,2175964,61518,Diesel,Automatic,2000,Hatchback,Galle,Used,Individual,White,24,8,Medium Tax Era,Standard,Low,35.37,0
KIA,Cerato,2021,3458041,27961,Electric,Automatic,0,Sedan,Kandy,Used,Individual,White,14,3,High Tax Era,Standard,Very High,123.67,0
Honda,Freed,2008,574999,111127,Petrol,Automatic,1300,Van,Jaffna,Used,Individual,White,22,16,Low Tax Era,Standard,Medium,5.17,0
Suzuki,Every,2016,1388572,89725,Hybrid,Automatic,1300,Van,Negombo,Used,Individual,Black,12,8,Medium Tax Era,Standard,High,15.48,0
Toyota,Axio,2017,2814347,48484,Hybrid,Automatic,2000,Sedan,Kalutara,Used,Dealer,Silver,24,7,Medium Tax Era,Standard,High,58.05,1
Mitsubishi,Lancer,2017,2049077,47971,Hybrid,Automatic,1800,Wagon,Anuradhapura,Used,Individual,Silver,19,7,Medium Tax Era,Standard,High,42.71,0
